,city,name,phone,state,streetAddress,zipcode
148,Opelousas,Icons Food Bank,(337) 594-8845,Louisiana,1411 N Market St,70570
149,Opelousas,Ville Platte Church of Christ,337-831-5944,Louisiana,216 Jeanette Dr.,70570
150,Opelousas,Northside Church of Christ,337-831-1319,Louisiana,9026 Highway 182,70571
151,Opelousas,New Life Center Opelousas,337-948-3161,Louisiana,411 East Landry Street,70570
152,New,St Nicholas Social Justice,337-364-7885,Louisiana,6207 Lumea St.,70560
153,New,Social Service Center New Iberia,337-369-6384,Louisiana,432 Bank Avenue,70560
154,Port,Erwinville Childrens Community Care,(225) 627-7725,Louisiana,12419 Section Rd,70767
155,Opelousas,I.C.O.N.S,337-594-8845,Louisiana,1411 North Market Street,70570
156,Opelousas,St. Mark United Methodist Church Mission Center,337-298-1428,Louisiana,534 S. Market Street,70570
157,New,Solomon House Brown Bag Epiphany,337-364-7798,Louisiana,520 Center St.,70560
158,New,Shephard's Food Pantry,337-367-8464,Louisiana,527 W Main St.,70560
159,New,First Presbyterian Food Pantry,337-364-8118,Louisiana,204 North Lewis Street,70563
160,Port,Greater Macedonia Baptist Church,504-912-9137,Louisiana,27796 Highway 23,70083
161,Prairieville,Eli's Cupboard,225-744-4367,Louisiana,36367 Perkins Road,70769
162,Ragley,The H O P E Center,337-725-6536,Louisiana,474 Cow Trail,70657
163,Rayne,Christian Service Center of Rayne,337-334-5031,Louisiana,211 Clegg Street,70578
164,Opelousas,Icons Food Bank,(337) 594-8845,Louisiana,1411 N Market St,70570
165,Opelousas,Ville Platte Church of Christ,337-831-5944,Louisiana,216 Jeanette Dr.,70570
166,Opelousas,Northside Church of Christ,337-831-1319,Louisiana,9026 Highway 182,70571
167,Opelousas,New Life Center Opelousas,337-948-3161,Louisiana,411 East Landry Street,70570
168,Opelousas,I.C.O.N.S,337-594-8845,Louisiana,1411 North Market Street,70570
169,Reserve,St John Community Action Agency,985-536-4955,Louisiana,128 Central Ave,70084
170,Reserve,Greater New Plymouth Rock B.C.,985-536-4215,Louisiana,1111 Northwest 13th Street,70084
171,Raceland,Lafourche Parish Government,985-537-7603,Louisiana,4867 Highway 1,70394
172,Raceland,Good Samaritan Food Bank Raceland,985-537-7706,Louisiana,140 Market Street,70394
173,Raceland,Bell Baptist Church,985-855-7189,Louisiana,2614 Highway 1,70394
174,St,Liberty Height's Giving Grace,214-440-8883,Louisiana,6923 Cemetery Hwy,70582
175,St,New Start Center,337-394-8559,Louisiana,516 North Main Street,70582
176,Shreveport,Food Bank - Shreveport,(318) 675-2400,Louisiana,2307 Texas Ave,71103
177,Shreveport,Noel Neighborhood Ministries Food Pantry,(318) 424-0434,Louisiana,520 Herndon Street,Empty
178,Shreveport,Winner's Circle Distribution Center,(318) 686-6483,Louisiana,7425 Broadacres Rd,71129
179,Shreveport,Midway Food Pantry Shreveport,(318) 221-3237,Louisiana,1535 Myrtle Street,71101
180,Shreveport,St. Matthew A.M.E. Church Food Pantry,(318) 631-8345,Louisiana,1610 Murphy Street,71103
181,Shreveport,New Vision Community Church-Shreveport,318-671-4258,Louisiana,727 Flournoy Lucas Rd.,71118
182,Shreveport,Christian Services Program,318) 221-4857,Louisiana,"1244 Sprague St, Shreveport, LA 71101",71101
183,Slidell,True Life Church - Celebrate Recovery Food Pantry,985-643-5870,Louisiana,62160 Airport Rd.,70460
184,Slidell,Joy Fellowship Church Slidell,985-781-9777,Louisiana,1510 West Lindberg Drive,70458
185,Slidell,Greater N Shore Full Gospel Baptist Church,985-649-8009,Louisiana,39203 Voters Rd,70459
186,Slidell,First Baptist Church Slidell,(985) 643-3456,Louisiana,4141 Ponchatrain Drive,70458
187,Slidell,Community Christian Concern,985-646-0357,Louisiana,2228 Second Street,70458
188,Thibeaux,Refuge Restoration Outreach,985-413-1832,Louisiana,511 Brandywine,70301
189,Ruston,Christian Community Action,318-251-3282,Louisiana,108 South Bonner Street,71270
190,Ruston,Youth On A Mission Community Center,3185475659,Louisiana,"910 South Vienna Street, Ste 3",71270
191,Vernado,Angie Baptist Church,985-732-0098,Louisiana,26284 Military Rd,70467
192,Thibodaux,Good Samaritan Food Bank Thibodeaux,985-447-9776,Louisiana,100 Burch Street,70301
193,Westlake,Westlake United Methodist Church,337-433-8424,Louisiana,704 Johnson St.,70669
194,Westlake,Good Hope Missionary Baptist Church,337-513-5692,Louisiana,821 Sampson Street,70669
195,Westlake,First Baptist Church of Westlake,337-439-5758,Louisiana,501 Sulphur Ave,70669
196,Thibodeaux,Promise of Life Ministries Worship Center,985-446-5158,Louisiana,701 Hickory St.,70301
197,Westwego,Woman to Woman Rescue Center,504-341-4707,Louisiana,355 Sala Ave,70094
198,Washington,Town of Washington,337-826-7336,Louisiana,536 Saint Landry Veterans Memorial Hig,70589
199,Ville,New Life Assembly of God,337-363-0464,Louisiana,2397 East Main St,70586
0,Acton,Acton Ecumenical Food Pantry,(207) 636-3430,Maine,28 H-Road,04001
1,Andover,Andover Food Pantry,364-7968,Maine,23 Elm Street,04216
2,Arundel,Arundel Food Pantry,(207) 229-0167,Maine,1237 Alfred Road,04046
3,Ashland,Ashland Food Pantry,207-435-6015,Maine,Empty,04732
4,Augusta,Augusta Food Bank,2076225225,Maine,9 Summer ST,04330
5,Augusta,Salvation Army - Augusta Food Pantry,207-623-3752,Maine,11 N Pearl St,4330
6,Augusta,Apostolic Food Pantry - Augusta,207-622-1414,Maine,500 Western Ave,4330
7,Augusta,Augusta Food Bank,622-5225,Maine,9 Summer Street,04330
8,Alfred,York County Shelters (Food Pantry and Meals Kitchen),(207) 324-1137,Maine,140 Shaker Hill Road,04002
9,Alfred,York County Shelter Programs,(207) 324-1137,Maine,24 George Road ,04002
10,Albion,Loaves and Fishes - Albion Food Pantry,207-437-2732,Maine,123 Benton Road,04910
11,Bar,Bar Harbor Food Pantry,288-3375,Maine,36 Mount Desert Street,04609
12,Bar,Bar Harbor Food Pantry,207-288-3375,Maine,179 Gilbert Farm Road,04609
13,Bangor,Together Place Food Pantry,207-941-2907,Maine,150 Union Street,4401
14,Belfast,Little River Baptist Church Food Pantry,207-589-4557,Maine,259 Northport Ave,4915
15,Belfast,Greater Belfast Area Ministerial Food Cupboard,207-218-1213,Maine,23 Mill Lane,4915
16,Bangor,Salvation Army - Bangor Food Pantry,207-941-2990,Maine,65 S Park St,4401
17,Bangor,Manna Inc. Food Pantry,(207) 947-7011,Maine,126 Union Street ,04401
18,Bangor,Health Equity Alliance - Food Pantry,(207) 990-3626,Maine,106 Pine Street,04401
19,Belfast,Belfast Church of the Nazarene Food Pantry,207-338-3740,Maine,Empty,4915
20,Belfast,Belfast Soup Kitchen,(207) 338-4845,Maine,9 Field Street Unit 124 A,04915
21,Bangor,Ecumenical Food Cupboard,207-942-0131,Maine,28 High Street,4401
22,Bangor,EMAN,207-990-3626,Maine,70 Harlow Street,4401
23,Bangor,Samaritan Inc. - The Rock Site,(207) 200-4747,Maine,1195 Ohio St. - The Rock Church,04401
24,Bangor,Samaritan Inc,(207) 200-4747,Maine,146 Center Street,04401
25,Belgrade,Belgrade-Rome Special Needs Food Pantry,495-2258,Maine,6 Manchester Road,04917
26,Bethel,Bethel District Exchange,(207) 824-0369,Maine,19 Phibrook Street,04217
27,Bethel,Bethel District Exchange Food Pantry,824-0369,Maine,19 Philbrook Street,04217
28,Berwick,Table of Plenty Food Kitchen,(207) 698-9771,Maine,37 School Street,03901
29,Berwick,House of Hope Food Pantry,(207) 698-9944,Maine,6 Sullivan Square,03901
30,Bath,Salvation Army Food Pantry,207-443-3611,Maine,25 Congress Avenue,4530
31,Biddeford,Friends of Community Action Food Pantry,(207) 282-4771,Maine,162 Elm Street,04005
32,Biddeford,Stone Soup Food Pantry,207-283-0055,Maine,316 Main Street,04005
33,Bingham,Bingham Area Food Pantry,672-4015,Maine,27 Owen Street,04920
34,Bingham,Bingham Area Food Pantry,,Maine,Empty,04920
35,Blue,Tree of Life Food Pantry,207-374-2900,Maine,23 South Street,04614
36,Boothbay,Boothbay Region Food Pantry,(207) 350-2962,Maine,1 Eastern Avenue (Congregational Church),04537
37,Boothbay,Boothbay Region Food Pantry,633-4757,Maine,125 Townsend Avenue,04538
38,Brunswick,Midcoast Hunger Prevention Program Soup Kitchen,207-729-8647,Maine,Empty,4011
39,Brunswick,Mid - Coast Hunger Prevention Food Pantry,207-725-2716,Maine,84 Union St,4011
40,Brunswick,Midcoast Hunger Prevention Program,207-725-2716,Maine,Empty,04011
41,Bridgton,Bridgton Food Pantry,647-4476,Maine,98 Main Street,04009
42,Bridgton,St. Joseph\'s Food Pantry,653-9522,Maine,225 South Hight Street,04009
43,Bridgton,St Joseph's Church Food Pantry,(207)647-2334,Maine,225 South High Street,04009
44,Brewer,Brewer Area Food Pantry,207-605-1144,Maine,Empty,04412
45,Auburn,Good Shepherd Food Bank,(207) 782-3554,Maine,3121 Hotel Rd,04210
46,Auburn,Good Shepherd Food-Bank of Maine,207-782-3554,Maine,3121 Hotel Rd.,04211
47,Auburn,St Louis Church Food Pantry,207-782-2577,Maine,101 Second Street,04210
48,Buckfield,Buckfield Food Pantry,(207) 336-2230,Maine,56 Turner St,04220
49,Buckfield,Buckfield Food Pantry,207-336-2145,Maine,Empty,04220
50,Auburn,Seventh Day Adventist Food Pantry,207-689-3107,Maine,310 Minot Ave,4210
51,Auburn,High Street Congregational Church Food Pantry,207-784-1306,Maine,106 Pleasant St,4210
52,Auburn,St Louis Food Pantry,207-784-9087,Maine,80 Third St,4210
53,Brownfield,Brownfield Food Pantry,207-935-2620,Maine,701 Pequawket Trail,04010
54,Buxton,Buxton Food Co-op,207-929-8806,Maine,262 Hanes Meadow Rd,04093
55,Calais,Irene Chadbourne Ecumenical Food Pantry,207-454-8238,Maine,513 Main St.,04619
56,Calais,Calais Church of God Food Ministries,207-454-0938,Maine,3 Germain St,04619
57,Calais,Calais Ecumenical Food Pantry,207-454-8238,Maine,507 Main Street,4619
58,Camden,Camden Area Christian Food Pantry,207-236-9790,Maine,128 Mount Battie St,4843
59,Canton,Canton Food Pantry,207-597-2694,Maine,Empty,4221
60,Casco,Casco Alliance Church Food Pantry,(207) 627-4282,Maine,Empty,04015
61,Carthage,Town of Carthage Food Pantry,207-562-8874,Maine,703 Carthage Rd,4224
62,Caribou,United Baptist Food Pantry,207-496-7881,Maine,74 High Street,4736
63,Caribou,St Louis Ecumenical Food Pantry,207-498-2536,Maine,31 Thomas Ave,4736
64,Chelsea,River Rock Christian Fellowship Food Pantry,207-622-7031,Maine,65 River Rd,04330
65,Carmel,Family Food Pantry of Carmel,207-659-9942,Maine,87 Damascus Rd,04419
66,Carmel,Carmel Food Cupboard,207-848-7111,Maine,4 Plymouth Road,04419
67,Caribou,Caribou Bread of Life Soup Kitchen,207-493-4858,Maine,60 Collins Street,4736
68,Caribou,Caribou Ecumenical Food Pantry,207-498-4860,Maine,49 Herschel St,4736
69,Caribou,Bread of Life Soup Kitchen,207-493-4858,Maine,60 Collins St,4736
70,Caribou,Goodwill Pantry,207-496-4201,Maine,872 Main Street Lot 89,4736
71,Cherryfield,Weald Bethel Food Pantry,207-546-7424,Maine,6 Wealb Bethel Lane # 6,04622
72,Cherryfield,Sea Coast Mission Pantry,207-546-7424,Maine,36 Weald Bethel Lane,04622
73,Chester,Chester Baptist Food Pantry,207-794-2541,Maine,61 Pea Ridge Road,04457
74,China,China Community Food Pantry,207-968-2421,Maine,1320 Lakeview Drive,04926
75,Clifton,Clifton Community Food Bank,(207) 843-5441,Maine,742 Airline Rd,04428
76,Corinth,Safe Place Food Pantry,207-299-7671,Maine,328 Main Street,04427
77,Cornville,Cornville/Athens Food Cupboard,207-654-3071,Maine,493 West Ridge Road,4976
78,Codyville,Topsfield Congregational Food Pantry,207-796-2747,Maine,12 Vanceboro Rd,04490
79,Cumberland,Cumberland/North Yarmouth Community Food Pantry,207-829-2205,Maine,290 Tuttle Road (Cumberland Town Hall),04021
80,Danforth,Town of Danforth Food Pantry,207-448-2611,Maine,62 Depot St,04424
81,Cornish,Riverside UMC Food Pantry,207-625-4324,Maine,5 School St,Empty
82,Deer,Island Food Pantry,207-348-6181,Maine,17 Woods Rd,04627
83,Dexter,New Hope Baptist - Dexter Food Closet,207-924-7419,Maine,130 Spring St,4930
84,Dexter,Corinna UMC Food Pantry,207-278-4777,Maine,16 Dexter St,04028
85,Dixfield,Dixfield Food Pantry,207-562-7470,Maine,2 Chapel Rd,04224
86,Dixfield,Dixfield Emergency Food Pantry,207-562-7470,Maine,2 Chapel Road,04257
87,East,Tri - Town Baptist Food Pantry,207-746-2211,Maine,Empty,4430
88,Eastport,Labor of Love Food Pantry,207-853-2373,Maine,9 Janney St.,04631
89,Eagle,St Mary's Food Pantry - Eagle Lake (CCM),207-444-5404,Maine,Empty,04739
90,Eustis,Stratton-Eustis Food Pantry,207-246-6231,Maine,Empty,04982
91,Easton,Friends Helping Friends -Easton Branch,207-488-2481,Maine,23 Station Road,04740
92,Fairfield,Fairfield Interfaith Food Pantry,207-509-9972,Maine,23 Lawrence Avenue,04937
93,Farmington,Care and Share Food Closet,207-778-3833,Maine,508 Fairbanks Rd,4938
94,Ellsworth,Loaves and Fishes Food Pantry,207-667-4363,Maine,119 Bucksport Rd,4605
95,Ellsworth,Emmaus Center Food Pantry,207-667-3962,Maine,51 Main St,4605
96,Falmouth,Falmouth Food Pantry,207- 699-5305,Maine,271 Falmouth Road,04105
97,Fayette,Fayette Baptist Church Food Pantry,(207) 685-9492,Maine,39 Baldwin Hill Rd,04349
98,Fort,Friends Helping Friends,207-227-9219,Maine,"94 Presque Isle Street, Rt 1A",04742
99,Freeport,Freeport Community Services Food Pantry,207-865-3985 ex,Maine,53 Depot Street,4032
100,Freeport,FCS Food Pantry,207-865-3985,Maine,53 Depot Street,04032
101,Friendship,Friendship - Cushing Food Pantry,(207) 832-9989,Maine,255 Cushing Rd,04547
102,Frenchville,St Luce Social Action Food Pantry,207-543-7447,Maine,45 US Route One,04745
103,Fort,Greater Fort Kent Ecumenical Food Pantry,207-834-4126,Maine,229 West Main Street Suite 103,4743
104,Fort,ACAP Food Pantry,207-834-5135,Maine,40 Alfafa Avenue Suite 102,04743
105,Fryeburg,Fryeburg Assembly of God Food Pantry,(207) 935-3129,Maine,8 Drift Road,04037
106,Gardiner,Grace Baptist Church Food Pantry,207-582-5087,Maine,108 Spring St,4345
107,Gardiner,South Gardiner Baptist Church Food Pantry,207-582-3751,Maine,641 River Ave,4345
108,Gorham,Gorham Food Pantry,207-222-4351,Maine,Empty,04038
109,Glenburn,Samaritan Inc. - Glenburn,207-200-4747,Maine,911 Hudson Rd - Glenburn Covenant Church,04401
110,Gouldsboro,Life Line Ministries Food Pantry,207-963-7972,Maine,769 South Gouldsboro Road,04607
111,Gradiner,Chrysalis Place - Gardiner Food Pantry,207-582-5507,Maine,576 Brunswick Avenue,04345
112,Grand,St Gerard/Mt. Carmel Food Pantry,207-895-6995,Maine,1009 Main Street Grand Isle,04746
113,Gray,Gray Community Food Pantry,(207) 657-4279,Maine,5 Brown Street,04039
114,Greenville,Partnership Food Pantry - Greenville,207-518-8833,Maine,10 Minden Street,04441
115,Hampden,Oasis Food Pantry,207-862-4287,Maine,72 Laskey Lane,4444
116,Hamlin,St Joseph Parish Food Pantry - Hamlin (CCM),207-868-5495,Maine,1837 Van Buren Road,04750
117,Greene,Greene Baptist Church Food Pantry,207-946-5505,Maine,102 Main St,04236
118,Guilford,Maine Partnership Food Pantry,207-518-8833,Maine,84 Elm Street,04443
119,Hallowell,Hallowell Food Bank Inc,207-622-3039,Maine,Empty,04347
120,Harrison,Harrison Food Pantry,207-712-1384,Maine,886 Edes Falls Road,04040
121,Hartford,Hartford Food Bank,207-224-8186,Maine,Empty,04221
122,Hartland,Tri-Town Food Cupboard,207-938-3283,Maine,9 A Hubbard Avenue,04943
123,Hermon,Samaritan Inc. - Hermon Baptist Ch,(207) 848-5749,Maine,Empty,04401
124,Hollis,Hollis Center Baptist Food Pantry,(207) 929-4711,Maine,388 Hollis Rd,04042
125,Haynesville,Town of Haynesville,207-448-7005,Maine,16 Danforth Rd,04497
126,Haynesville,Haynesville Town Office Food Pantry,207-448-2239,Maine,16 Danforth Road,04497
127,Houlton,St Mary's Food Pantry - Houlton (CCM),(207) 532-9122,Maine,110 Military Street,04730
128,Houlton,Houlton Band of Maliseet Indians Food Pantry,207-532-7260,Maine,13 Clover Ct,04730
129,Howland,Howland United Methodist Church Food Pantry,207-732-3954,Maine,37 Coffin Street,4448
130,Hudson,Samaritan Inc. - Hudson,207-200-4747,Maine,2334 Hudson Rd - Hudson Town Hall,04401
131,Island,Agape Food Pantry,463-2449,Maine,81 Cleaves Street,04747
132,Industry,Clearwater Ministries - Clearwater Food Pantry,207-778-4523,Maine,Empty,04938
133,Jackman,Jackman Food Cupboard,207-668-2111,Maine,369 Main Street,04945
134,Indian,St Anne / Penobscot Nation DHS Food Pantry,207-817-7492,Maine,1 Church Street,04468
135,Jonesport,Jonesport Food Pantry,207-497-5947,Maine,Empty,04649
136,Jefferson,Jefferson Area Food Bank,207-549-5361,Maine,16 Waldoboro Road,04348
137,Kenduskeag,Samaritan Inc. - Kenduskeag,207-200-4747,Maine,3964 Rt 15 - Kenduskeag Grange Hall,04401
138,Kittery,Table of Plenty Community Kitchen - Kittery,(603) 767-2319,Maine,6 Whipple Road,03904
139,Kittery,Footprints Food Pantry,207-439-4673,Maine,37 Old Post Rd,03904
140,Kennebunk,Kennebunk Social Services,207-985-3786 ex,Maine,80 Road,04093
141,Kennebunk,Church Community Food Pantry - Kennebunk,207-967-3613,Maine,34 Portland Rd,4043
142,Leeds,Leeds Food Pantry,207-524-5444,Maine,123 Church Hill Rd,4236
143,Leeds,Leeds Community Church Food Pantry,207-524-7151,Maine,123 Church Hill Road,4263
144,Liberty,AMVETS Memorial Post 150 Food Pantry,589-4218,Maine,Empty,04949
145,Limington,Limington Congregational Food Pantry,207-637-2061,Maine,302 Sokokis Ave,04049
146,Lewiston,Trinity Church - Jubilee Center,(207) 782-5700,Maine,247 Bates Street,04240
147,Lewiston,St Mary's Food Pantry,(207) 513-3848,Maine,208 Bates St,04240
148,Lewiston,Salvation Army,207-783-0801,Maine,67 Park Street,04240
149,Lewiston,Hope Haven Mission,207-783-6086,Maine,209 Lincoln Street,04240
150,Lewiston,100 Pine Street Social Center,207-795-6040,Maine,100 Pine Street,04240
151,Lisbon,"Lisbon Area Christian Outreach,(LACO)",(207) 353-6002,Maine,Empty,04250
152,Limerick,St Matthew's Food Pantry,(207) 793-2244,Maine,19 Dora Lane,04048
153,Limerick,Morning Star Ministries Food Pantry,207-793-8444,Maine,143 Washington St,04048
154,Lincoln,Lincoln Regional Food Cupboard,207-794-3510,Maine,310 Enfield Rd,04457
155,Lincoln,Lincoln Regional Food Cupboard,(207) 794-2569,Maine,32 Park Avenue,04457
156,Madawaska,Madawaska Food Pantry,207-325-2099,Maine,309 St. Thomas Street,04756
157,Machias,Centre Street Food Pantry,207-255-6665,Maine,7 Center St,4654
158,Machias,The Machias Food Pantry,(207) 255-6665,Maine,9 Center Street,04654
159,Litchfield,Litchfield Community FB,207-268-4631,Maine,1891 Hallowell Rd -Lichfield Road,04350
160,Lyman,Lyman/Dayton Community Food Pantry,207-499-0149,Maine,421 Waterhouse Rd,04002
161,Mexico,GRAMPA Food Pantry,207-364-8185,Maine,163 Main Street,4257
162,Mexico,GRAMPA Food Pantry,(207) 364-8185,Maine,163 Main Street,04257
163,Milo,Milo Ecumenical Food Cupboard,207-965-5125,Maine,Empty,04463
164,Mechanic,Bread of Life Food Pantry,345-9501,Maine,90 Lewiston Road,04256
165,Monmouth,Monmouth United Church Food Pantry,207-933-2502,Maine,776 Main Street,04259
166,Millinocket,I Care Ministries Food Pantry,207-723-7977,Maine,45 Spring Street,4462
167,Mars,Mars Hill Community Cupboard,207-429-8043,Maine,10 ACI Street,04758
168,Mount,First Baptist Church Food Pantry,207-293-2273,Maine,321 Pond Rd,04352
169,New,New Harbor Food Pantry,207-677-3424,Maine,10 Harbor Hill Road (United Methodist Church),04554
170,Naples,CrossWalk Community Outreach,(207) 615-3226,Maine,125 State Park Rd.,04055
171,Naples,CrossWalk Community Outreach (Kyrie's Kitchen),207-615-3226,Maine,125 State Park Road,04055
